"discourse","annotator","predicate","rating","embedding","modal_type","factive","genre"
"SWBD-341","A1GXFMAC759VRM","think",2,"negation","none","no","SWBD"
"SWBD-341","A1EQ2HDHF2WWSY","think",-1,"negation","none","no","SWBD"
"SWBD-341","A1945USNZHTROX","think",2,"negation","none","no","SWBD"
"SWBD-341","A16SAB417Y96G4","think",-1,"negation","none","no","SWBD"
"SWBD-341","A3GLMBZSG3VU4P","think",-2,"negation","none","no","SWBD"
"SWBD-341","A14WLAP6TCEKO0","think",2,"negation","none","no","SWBD"
"SWBD-341","A3LECJA9RVQQKZ","think",0,"negation","none","no","SWBD"
"SWBD-341","A2AMQX0BQZXG9N","think",0,"negation","none","no","SWBD"
"SWBD-341","A18LPAFMK1B06K","think",-2,"negation","none","no","SWBD"
"SWBD-341","A5EU1AQJNC7F2","think",-2,"negation","none","no","SWBD"
"SWBD-342","A1EQ2HDHF2WWSY","think",-2,"negation","none","no","SWBD"
"SWBD-342","A1GXFMAC759VRM","think",-2,"negation","none","no","SWBD"
"SWBD-342","A1L3937MY09J3I","think",-3,"negation","none","no","SWBD"
"SWBD-342","A16SAB417Y96G4","think",-1,"negation","none","no","SWBD"
"SWBD-342","A110KENBXU7SUJ","think",-2,"negation","none","no","SWBD"
"SWBD-342","A18LPAFMK1B06K","think",-2,"negation","none","no","SWBD"
"SWBD-342","A1MJVTR0PCKBWW","think",-2,"negation","none","no","SWBD"
"SWBD-342","A3LFVI65XV1T46","think",-2,"negation","none","no","SWBD"
"SWBD-342","A3CF8ULBSE8MTL","think",-2,"negation","none","no","SWBD"
"SWBD-342","A1945USNZHTROX","think",-3,"negation","none","no","SWBD"
"SWBD-343","A27SMEOPKV84VI","think",-2,"negation","none","no","SWBD"
"SWBD-343","A3S300T3IVQ2GC","think",-1,"negation","none","no","SWBD"
"SWBD-343","A23KAJRDVCVGOE","think",1,"negation","none","no","SWBD"
"SWBD-343","A1GXFMAC759VRM","think",-2,"negation","none","no","SWBD"
"SWBD-343","APITQRRX2PADB","think",-2,"negation","none","no","SWBD"
"SWBD-343","A1DABMXVWWL0TR","think",0,"negation","none","no","SWBD"
"SWBD-343","ANFWGSQ8BQRZ","think",-2,"negation","none","no","SWBD"
"SWBD-343","A110KENBXU7SUJ","think",-2,"negation","none","no","SWBD"
"SWBD-344","A3HNEYFOIJWPH1","think",-3,"negation","none","no","SWBD"
"SWBD-344","A2541C8MY0BYV3","think",-2,"negation","none","no","SWBD"
"SWBD-344","A2G0HRT8HS9HRZ","think",-3,"negation","none","no","SWBD"
"SWBD-344","A3QL8ZAD9BKWUF","think",0,"negation","none","no","SWBD"
"SWBD-344","A2A6FH0F7LD9ND","think",-3,"negation","none","no","SWBD"
"SWBD-344","A18LPAFMK1B06K","think",-2,"negation","none","no","SWBD"
"SWBD-344","A2IKPU88PDQTMF","think",-3,"negation","none","no","SWBD"
"SWBD-344","A1KH1O9AZ7S642","think",-1,"negation","none","no","SWBD"
"SWBD-344","A1FUR4UJ0S46W6","think",-2,"negation","none","no","SWBD"
"SWBD-344","A1GXFMAC759VRM","think",-3,"negation","none","no","SWBD"
"SWBD-344","A1MJVTR0PCKBWW","think",-1,"negation","none","no","SWBD"
"SWBD-345","A18LPAFMK1B06K","think",-2,"negation","none","no","SWBD"
"SWBD-345","ATF7HBD1TFI2U","think",-2,"negation","none","no","SWBD"
"SWBD-345","A2IKPU88PDQTMF","think",-2,"negation","none","no","SWBD"
"SWBD-345","A239EUWY6SNDEZ","think",-3,"negation","none","no","SWBD"
"SWBD-345","A1DABMXVWWL0TR","think",-2,"negation","none","no","SWBD"
"SWBD-345","A110KENBXU7SUJ","think",-2,"negation","none","no","SWBD"
"SWBD-345","A1GXFMAC759VRM","think",-3,"negation","none","no","SWBD"
"SWBD-345","A1DS5O8MSI3ZH0","think",-1,"negation","none","no","SWBD"
"SWBD-346","A3FFZN4FO3Q789","think",0,"negation","none","no","SWBD"
"SWBD-346","AFN5VMMGYPF1I","think",0,"negation","none","no","SWBD"
"SWBD-346","A2HC9549CZAKNN","think",-3,"negation","none","no","SWBD"
"SWBD-346","AFUX7IUQOE0NA","think",-2,"negation","none","no","SWBD"
"SWBD-346","A18LPAFMK1B06K","think",-2,"negation","none","no","SWBD"
"SWBD-346","A1GXFMAC759VRM","think",-3,"negation","none","no","SWBD"
"SWBD-346","A2MGH3MBXMKD96","think",-2,"negation","none","no","SWBD"
"SWBD-346","A3GLMBZSG3VU4P","think",-1,"negation","none","no","SWBD"
"SWBD-347","A1K8QNLYYYX21W","think",-3,"negation","none","no","SWBD"
"SWBD-347","A1MJVTR0PCKBWW","think",-2,"negation","none","no","SWBD"
"SWBD-347","A2C84POENS2UNY","think",2,"negation","none","no","SWBD"
"SWBD-347","A1GXFMAC759VRM","think",-3,"negation","none","no","SWBD"
"SWBD-347","A1KH1O9AZ7S642","think",0,"negation","none","no","SWBD"
"SWBD-347","A2DXEPC4QFV4R1","think",-2,"negation","none","no","SWBD"
"SWBD-347","A1USR9JCAMDGM3","think",0,"negation","none","no","SWBD"
"SWBD-347","A1IFIK8J49WBER","think",-2,"negation","none","no","SWBD"
"SWBD-347","A110KENBXU7SUJ","think",-2,"negation","none","no","SWBD"
"SWBD-347","A3F6SDO4GYBE4Y","think",-1,"negation","none","no","SWBD"
"SWBD-347","AA4KKLIU4C3NY","think",-3,"negation","none","no","SWBD"
"SWBD-347","A18LPAFMK1B06K","think",-2,"negation","none","no","SWBD"
"SWBD-348","A27SMEOPKV84VI","think",-2,"negation","none","no","SWBD"
"SWBD-348","A110KENBXU7SUJ","think",-2,"negation","none","no","SWBD"
"SWBD-348","A3GLMBZSG3VU4P","think",-3,"negation","none","no","SWBD"
"SWBD-348","A36SM7QM8OK3H6","think",-1,"negation","none","no","SWBD"
"SWBD-348","A2ZV96GRXVSXK4","think",-2,"negation","none","no","SWBD"
"SWBD-348","A2IKPU88PDQTMF","think",-2,"negation","none","no","SWBD"
"SWBD-348","A39GADIK8RLMVC","think",-2,"negation","none","no","SWBD"
"SWBD-348","A3HNEYFOIJWPH1","think",-2,"negation","none","no","SWBD"
"SWBD-349","A3GLMBZSG3VU4P","say",-1,"negation","none","no","SWBD"
"SWBD-349","A18LPAFMK1B06K","say",-1,"negation","none","no","SWBD"
"SWBD-349","A1945USNZHTROX","say",-2,"negation","none","no","SWBD"
"SWBD-349","A1QG4N21BF61PC","say",-1,"negation","none","no","SWBD"
"SWBD-349","A16SAB417Y96G4","say",-1,"negation","none","no","SWBD"
"SWBD-349","ASI2B6A3Y556Z","say",-1,"negation","none","no","SWBD"
"SWBD-349","A1MJVTR0PCKBWW","say",-1,"negation","none","no","SWBD"
"SWBD-349","A5EU1AQJNC7F2","say",-1,"negation","none","no","SWBD"
"SWBD-349","A39GADIK8RLMVC","say",-3,"negation","none","no","SWBD"
"SWBD-349","A2AMQX0BQZXG9N","say",-2,"negation","none","no","SWBD"
"SWBD-349","A1GXFMAC759VRM","say",-3,"negation","none","no","SWBD"
"SWBD-35","A3S300T3IVQ2GC","say",3,"modal","AB","no","SWBD"
"SWBD-35","A1GXFMAC759VRM","say",3,"modal","AB","no","SWBD"
"SWBD-35","A3Q0XAGQ7TD7MP","say",1,"modal","AB","no","SWBD"
"SWBD-35","APGX2WZ59OWDN","say",1,"modal","AB","no","SWBD"
"SWBD-35","AFN5VMMGYPF1I","say",3,"modal","AB","no","SWBD"
"SWBD-35","A4IH4CO046EV3","say",2,"modal","AB","no","SWBD"
"SWBD-35","A1F9KLZGHE9DTA","say",3,"modal","AB","no","SWBD"
"SWBD-35","A2AMQX0BQZXG9N","say",3,"modal","AB","no","SWBD"
"SWBD-35","ASI2B6A3Y556Z","say",3,"modal","AB","no","SWBD"
"SWBD-35","A258MR1IS96JEP","say",0,"modal","AB","no","SWBD"
"SWBD-35","A110KENBXU7SUJ","say",2,"modal","AB","no","SWBD"
"SWBD-35","A2R8IV2PWFTY00","say",3,"modal","AB","no","SWBD"
"SWBD-350","A36SM7QM8OK3H6","think",-3,"negation","none","no","SWBD"
"SWBD-350","AW0MG225VXWCN","think",1,"negation","none","no","SWBD"
"SWBD-350","A39GADIK8RLMVC","think",-2,"negation","none","no","SWBD"
"SWBD-350","ASI2B6A3Y556Z","think",-2,"negation","none","no","SWBD"
"SWBD-350","A28HB7240OFGEW","think",-2,"negation","none","no","SWBD"
"SWBD-350","A110KENBXU7SUJ","think",-2,"negation","none","no","SWBD"
"SWBD-350","A2AMQX0BQZXG9N","think",-3,"negation","none","no","SWBD"
"SWBD-350","A1MJVTR0PCKBWW","think",-2,"negation","none","no","SWBD"
"SWBD-350","A3S300T3IVQ2GC","think",-3,"negation","none","no","SWBD"
"SWBD-350","AS0M9S5W52N4M","think",2,"negation","none","no","SWBD"
"SWBD-350","A1GXFMAC759VRM","think",-3,"negation","none","no","SWBD"
"SWBD-351","A3F6SDO4GYBE4Y","think",-1,"negation","none","no","SWBD"
"SWBD-351","A2AMQX0BQZXG9N","think",-2,"negation","none","no","SWBD"
"SWBD-351","A2IQ0QCTQ3KWLT","think",-1,"negation","none","no","SWBD"
"SWBD-351","A39GADIK8RLMVC","think",-2,"negation","none","no","SWBD"
"SWBD-351","A1MJVTR0PCKBWW","think",1,"negation","none","no","SWBD"
"SWBD-351","A36SM7QM8OK3H6","think",-2,"negation","none","no","SWBD"
"SWBD-351","A1MJHGH55K3O0","think",-2,"negation","none","no","SWBD"
"SWBD-351","APITQRRX2PADB","think",-2,"negation","none","no","SWBD"
"SWBD-351","A1GXFMAC759VRM","think",-3,"negation","none","no","SWBD"
"SWBD-351","A3S300T3IVQ2GC","think",-3,"negation","none","no","SWBD"
"SWBD-352","AVJUIF9QHQRY8","think",-2,"negation","none","no","SWBD"
"SWBD-352","A1GXFMAC759VRM","think",-3,"negation","none","no","SWBD"
"SWBD-352","A2AMQX0BQZXG9N","think",-3,"negation","none","no","SWBD"
"SWBD-352","APGX2WZ59OWDN","think",-2,"negation","none","no","SWBD"
"SWBD-352","A3T61LJ1WNOL6Z","think",3,"negation","none","no","SWBD"
"SWBD-352","A3QNMUHAFAJRQO","think",-2,"negation","none","no","SWBD"
"SWBD-352","AFN5VMMGYPF1I","think",-3,"negation","none","no","SWBD"
"SWBD-352","A35K3YVCX1LVPE","think",-3,"negation","none","no","SWBD"
"SWBD-352","A18LPAFMK1B06K","think",-2,"negation","none","no","SWBD"
"SWBD-352","A3454T4PU9GJM0","think",-2,"negation","none","no","SWBD"
"SWBD-353","A1GXFMAC759VRM","think",-1,"negation","none","no","SWBD"
"SWBD-353","A36SM7QM8OK3H6","think",0,"negation","none","no","SWBD"
"SWBD-353","A2AMQX0BQZXG9N","think",2,"negation","none","no","SWBD"
"SWBD-353","A3SX229VS1X6B6","think",-1,"negation","none","no","SWBD"
"SWBD-353","A39GADIK8RLMVC","think",-2,"negation","none","no","SWBD"
"SWBD-353","APITQRRX2PADB","think",0,"negation","none","no","SWBD"
"SWBD-353","ASI2B6A3Y556Z","think",-2,"negation","none","no","SWBD"
"SWBD-353","APGX2WZ59OWDN","think",-1,"negation","none","no","SWBD"
"SWBD-354","A2RBF3IIJP15IH","think",-3,"negation","none","no","SWBD"
"SWBD-354","A36SM7QM8OK3H6","think",-3,"negation","none","no","SWBD"
"SWBD-354","A39GADIK8RLMVC","think",-2,"negation","none","no","SWBD"
"SWBD-354","AW0MG225VXWCN","think",-2,"negation","none","no","SWBD"
"SWBD-354","A18LPAFMK1B06K","think",-2,"negation","none","no","SWBD"
"SWBD-354","A1GXFMAC759VRM","think",-3,"negation","none","no","SWBD"
"SWBD-354","A2AMQX0BQZXG9N","think",-3,"negation","none","no","SWBD"
"SWBD-354","A3F6SDO4GYBE4Y","think",-1,"negation","none","no","SWBD"
"SWBD-355","A3Q0XAGQ7TD7MP","think",-3,"negation","none","no","SWBD"
"SWBD-355","A3S300T3IVQ2GC","think",-2,"negation","none","no","SWBD"
"SWBD-355","ASI2B6A3Y556Z","think",-2,"negation","none","no","SWBD"
"SWBD-355","A4IH4CO046EV3","think",-2,"negation","none","no","SWBD"
"SWBD-355","APGX2WZ59OWDN","think",-2,"negation","none","no","SWBD"
"SWBD-355","A1GXFMAC759VRM","think",-3,"negation","none","no","SWBD"
"SWBD-355","AFN5VMMGYPF1I","think",-3,"negation","none","no","SWBD"
"SWBD-355","A258MR1IS96JEP","think",0,"negation","none","no","SWBD"
"SWBD-355","A110KENBXU7SUJ","think",-3,"negation","none","no","SWBD"
"SWBD-355","A2AMQX0BQZXG9N","think",-3,"negation","none","no","SWBD"
"SWBD-355","A2R8IV2PWFTY00","think",-3,"negation","none","no","SWBD"
"SWBD-355","A1F9KLZGHE9DTA","think",-3,"negation","none","no","SWBD"
"SWBD-356","A27SMEOPKV84VI","see",-3,"negation","none","yes","SWBD"
"SWBD-356","A3S300T3IVQ2GC","see",-1,"negation","none","yes","SWBD"
"SWBD-356","ANFWGSQ8BQRZ","see",-2,"negation","none","yes","SWBD"
"SWBD-356","APITQRRX2PADB","see",-2,"negation","none","yes","SWBD"
"SWBD-356","A1DABMXVWWL0TR","see",-3,"negation","none","yes","SWBD"
"SWBD-356","A110KENBXU7SUJ","see",-2,"negation","none","yes","SWBD"
"SWBD-356","A1GXFMAC759VRM","see",-3,"negation","none","yes","SWBD"
"SWBD-356","A23KAJRDVCVGOE","see",-1,"negation","none","yes","SWBD"
"SWBD-357","A3G55NZ2MOUOQK","think",-2,"negation","none","no","SWBD"
"SWBD-357","A1GXFMAC759VRM","think",-3,"negation","none","no","SWBD"
"SWBD-357","A1MJVTR0PCKBWW","think",-1,"negation","none","no","SWBD"
"SWBD-357","A24LC97AU3QC7G","think",-1,"negation","none","no","SWBD"
"SWBD-357","APGX2WZ59OWDN","think",-2,"negation","none","no","SWBD"
"SWBD-357","A2EOOF9D135HQ1","think",-2,"negation","none","no","SWBD"
"SWBD-357","A05977571SZ38O16ESGP8","think",-2,"negation","none","no","SWBD"
"SWBD-357","AR1IWBDA7MC86","think",-1,"negation","none","no","SWBD"
"SWBD-358","A18LPAFMK1B06K","realize",2,"negation","none","yes","SWBD"
"SWBD-358","A1MJVTR0PCKBWW","realize",-1,"negation","none","yes","SWBD"
"SWBD-358","A16SAB417Y96G4","realize",-2,"negation","none","yes","SWBD"
"SWBD-358","A1EQ2HDHF2WWSY","realize",2,"negation","none","yes","SWBD"
"SWBD-358","A3CF8ULBSE8MTL","realize",-1,"negation","none","yes","SWBD"
"SWBD-358","A3LFVI65XV1T46","realize",-1,"negation","none","yes","SWBD"
"SWBD-358","A1GXFMAC759VRM","realize",1,"negation","none","yes","SWBD"
"SWBD-358","A110KENBXU7SUJ","realize",0,"negation","none","yes","SWBD"
"SWBD-358","A1945USNZHTROX","realize",-3,"negation","none","yes","SWBD"
"SWBD-358","A1L3937MY09J3I","realize",1,"negation","none","yes","SWBD"
"SWBD-359","A2WCXJZEXXR60A","think",-2,"negation","none","no","SWBD"
"SWBD-359","A2EOOF9D135HQ1","think",-2,"negation","none","no","SWBD"
"SWBD-359","A1GXFMAC759VRM","think",-2,"negation","none","no","SWBD"
"SWBD-359","APGX2WZ59OWDN","think",-2,"negation","none","no","SWBD"
"SWBD-359","A2P065E9CYMYJL","think",-1,"negation","none","no","SWBD"
"SWBD-359","A2ONILC0LZKG6Y","think",1,"negation","none","no","SWBD"
"SWBD-359","A110KENBXU7SUJ","think",-2,"negation","none","no","SWBD"
"SWBD-359","A05977571SZ38O16ESGP8","think",-1,"negation","none","no","SWBD"
"SWBD-359","A2JP9IKRHNLRPI","think",-2,"negation","none","no","SWBD"
"SWBD-36","AR1IWBDA7MC86","say",0,"modal","EP","no","SWBD"
"SWBD-36","A24LC97AU3QC7G","say",1,"modal","EP","no","SWBD"
"SWBD-36","A2EOOF9D135HQ1","say",2,"modal","EP","no","SWBD"
"SWBD-36","A3G55NZ2MOUOQK","say",2,"modal","EP","no","SWBD"
"SWBD-36","A1MJVTR0PCKBWW","say",3,"modal","EP","no","SWBD"
"SWBD-36","A05977571SZ38O16ESGP8","say",2,"modal","EP","no","SWBD"
"SWBD-36","APGX2WZ59OWDN","say",1,"modal","EP","no","SWBD"
"SWBD-36","A1GXFMAC759VRM","say",2,"modal","EP","no","SWBD"
"SWBD-360","APITQRRX2PADB","realize",1,"negation","none","yes","SWBD"
"SWBD-360","A27SMEOPKV84VI","realize",-2,"negation","none","yes","SWBD"
"SWBD-360","A23KAJRDVCVGOE","realize",-1,"negation","none","yes","SWBD"
"SWBD-360","A3S300T3IVQ2GC","realize",3,"negation","none","yes","SWBD"
"SWBD-360","ANFWGSQ8BQRZ","realize",2,"negation","none","yes","SWBD"
"SWBD-360","A110KENBXU7SUJ","realize",2,"negation","none","yes","SWBD"
"SWBD-360","A1GXFMAC759VRM","realize",2,"negation","none","yes","SWBD"
"SWBD-360","A1DABMXVWWL0TR","realize",1,"negation","none","yes","SWBD"
"SWBD-361","A1EQ2HDHF2WWSY","think",-2,"negation","none","no","SWBD"
"SWBD-361","A2DXEPC4QFV4R1","think",-2,"negation","none","no","SWBD"
"SWBD-361","A1945USNZHTROX","think",-3,"negation","none","no","SWBD"
"SWBD-361","A36SM7QM8OK3H6","think",-2,"negation","none","no","SWBD"
"SWBD-361","A2AMQX0BQZXG9N","think",-3,"negation","none","no","SWBD"
"SWBD-361","A39GADIK8RLMVC","think",-2,"negation","none","no","SWBD"
"SWBD-361","A110KENBXU7SUJ","think",-2,"negation","none","no","SWBD"
"SWBD-361","AAASQIW3J32OL","think",-2,"negation","none","no","SWBD"
"SWBD-361","A3S300T3IVQ2GC","think",-3,"negation","none","no","SWBD"
"SWBD-362","A2IKPU88PDQTMF","think",-2,"negation","none","no","SWBD"
"SWBD-362","A3R6Y9ECFIJ80U","think",-1,"negation","none","no","SWBD"
"SWBD-362","A2P065E9CYMYJL","think",-2,"negation","none","no","SWBD"
"SWBD-362","A1EQ2HDHF2WWSY","think",-2,"negation","none","no","SWBD"
"SWBD-362","A110KENBXU7SUJ","think",-2,"negation","none","no","SWBD"
"SWBD-362","A27SMEOPKV84VI","think",-2,"negation","none","no","SWBD"
"SWBD-362","A214HWAW1PYWO8","think",-3,"negation","none","no","SWBD"
"SWBD-362","A3S300T3IVQ2GC","think",-3,"negation","none","no","SWBD"
"SWBD-362","A1GXFMAC759VRM","think",-3,"negation","none","no","SWBD"
"SWBD-362","A39GADIK8RLMVC","think",-2,"negation","none","no","SWBD"
"SWBD-362","A1MJVTR0PCKBWW","think",2,"negation","none","no","SWBD"
"SWBD-363","A3QL8ZAD9BKWUF","realize",-1,"negation","none","yes","SWBD"
"SWBD-363","A18LPAFMK1B06K","realize",-2,"negation","none","yes","SWBD"
"SWBD-363","A2A6FH0F7LD9ND","realize",0,"negation","none","yes","SWBD"
"SWBD-363","A1KH1O9AZ7S642","realize",-1,"negation","none","yes","SWBD"
"SWBD-363","A1GXFMAC759VRM","realize",1,"negation","none","yes","SWBD"
"SWBD-363","A2541C8MY0BYV3","realize",-1,"negation","none","yes","SWBD"
"SWBD-363","A1MJVTR0PCKBWW","realize",0,"negation","none","yes","SWBD"
"SWBD-363","A2G0HRT8HS9HRZ","realize",2,"negation","none","yes","SWBD"
"SWBD-363","A1FUR4UJ0S46W6","realize",0,"negation","none","yes","SWBD"
"SWBD-363","A2IKPU88PDQTMF","realize",3,"negation","none","yes","SWBD"
"SWBD-363","A3HNEYFOIJWPH1","realize",0,"negation","none","yes","SWBD"
"SWBD-364","A3W6T1WDYXMR3","think",-2,"negation","none","no","SWBD"
"SWBD-364","A2P065E9CYMYJL","think",-1,"negation","none","no","SWBD"
"SWBD-364","A3VRDQJNM1IC0E","think",-1,"negation","none","no","SWBD"
"SWBD-364","A39GADIK8RLMVC","think",-2,"negation","none","no","SWBD"
"SWBD-364","A27SMEOPKV84VI","think",-2,"negation","none","no","SWBD"
"SWBD-364","A2AMQX0BQZXG9N","think",-3,"negation","none","no","SWBD"
"SWBD-364","A1GXFMAC759VRM","think",-3,"negation","none","no","SWBD"
"SWBD-364","A1EQ2HDHF2WWSY","think",-2,"negation","none","no","SWBD"
"SWBD-364","A36SM7QM8OK3H6","think",-2,"negation","none","no","SWBD"
"SWBD-365","A2JP9IKRHNLRPI","say",-3,"negation","none","no","SWBD"
"SWBD-365","A2WCXJZEXXR60A","say",-1,"negation","none","no","SWBD"
"SWBD-365","A1GXFMAC759VRM","say",-1,"negation","none","no","SWBD"
"SWBD-365","A1MJVTR0PCKBWW","say",-1,"negation","none","no","SWBD"
"SWBD-365","AE60SK1Y79RGK","say",-3,"negation","none","no","SWBD"
"SWBD-365","A27SMEOPKV84VI","say",-1,"negation","none","no","SWBD"
"SWBD-365","APO6KZZ79PO9Q","say",-3,"negation","none","no","SWBD"
"SWBD-365","A3GM78FCDY293T","say",1,"negation","none","no","SWBD"
"SWBD-365","APGX2WZ59OWDN","say",-2,"negation","none","no","SWBD"
"SWBD-366","A2JP9IKRHNLRPI","say",-3,"negation","none","no","SWBD"
"SWBD-366","APGX2WZ59OWDN","say",-3,"negation","none","no","SWBD"
"SWBD-366","A1V2H0UF94ATWY","say",-2,"negation","none","no","SWBD"
"SWBD-366","A1GXFMAC759VRM","say",0,"negation","none","no","SWBD"
"SWBD-366","A239EUWY6SNDEZ","say",-3,"negation","none","no","SWBD"
"SWBD-366","A2LGSV2MKHWA49","say",0,"negation","none","no","SWBD"
"SWBD-366","A39GADIK8RLMVC","say",-3,"negation","none","no","SWBD"
"SWBD-366","AVI7K876BV3QL","say",-1,"negation","none","no","SWBD"
"SWBD-366","A2WCXJZEXXR60A","say",0,"negation","none","no","SWBD"
"SWBD-367","A18LPAFMK1B06K","think",-2,"negation","none","no","SWBD"
"SWBD-367","A3S300T3IVQ2GC","think",-3,"negation","none","no","SWBD"
"SWBD-367","A36SM7QM8OK3H6","think",-2,"negation","none","no","SWBD"
"SWBD-367","A39GADIK8RLMVC","think",-2,"negation","none","no","SWBD"
"SWBD-367","AW0MG225VXWCN","think",-2,"negation","none","no","SWBD"
"SWBD-367","ABL3H3O3BI8ZD","think",-1,"negation","none","no","SWBD"
"SWBD-367","A2P065E9CYMYJL","think",-2,"negation","none","no","SWBD"
"SWBD-367","A1GXFMAC759VRM","think",-2,"negation","none","no","SWBD"
"SWBD-367","A1945USNZHTROX","think",-3,"negation","none","no","SWBD"
"SWBD-367","A110KENBXU7SUJ","think",-2,"negation","none","no","SWBD"
"SWBD-368","A1DABMXVWWL0TR","think",2,"negation","none","no","SWBD"
"SWBD-368","A1MJHGH55K3O0","think",-2,"negation","none","no","SWBD"
"SWBD-368","A3GLMBZSG3VU4P","think",-2,"negation","none","no","SWBD"
"SWBD-368","A3F6SDO4GYBE4Y","think",-1,"negation","none","no","SWBD"
"SWBD-368","A1GXFMAC759VRM","think",-3,"negation","none","no","SWBD"
"SWBD-368","A1EQ2HDHF2WWSY","think",-2,"negation","none","no","SWBD"
"SWBD-368","A110KENBXU7SUJ","think",-2,"negation","none","no","SWBD"
"SWBD-368","A27SMEOPKV84VI","think",1,"negation","none","no","SWBD"
"SWBD-368","A24LC97AU3QC7G","think",-2,"negation","none","no","SWBD"
"SWBD-368","AAASQIW3J32OL","think",-3,"negation","none","no","SWBD"
"SWBD-369","A39GADIK8RLMVC","think",-2,"negation","none","no","SWBD"
"SWBD-369","A11S43P3WNLIZD","think",-1,"negation","none","no","SWBD"
"SWBD-369","A2IKPU88PDQTMF","think",-2,"negation","none","no","SWBD"
"SWBD-369","A239EUWY6SNDEZ","think",-3,"negation","none","no","SWBD"
"SWBD-369","A110KENBXU7SUJ","think",-1,"negation","none","no","SWBD"
"SWBD-369","A18LPAFMK1B06K","think",-2,"negation","none","no","SWBD"
"SWBD-369","A3OXRDSUN9F10I","think",2,"negation","none","no","SWBD"
"SWBD-369","A1945USNZHTROX","think",3,"negation","none","no","SWBD"
"SWBD-369","AZGBKAM5JUV5A","think",1,"negation","none","no","SWBD"
"SWBD-369","A1GXFMAC759VRM","think",-3,"negation","none","no","SWBD"
"SWBD-37","A110KENBXU7SUJ","see",3,"modal","EP","yes","SWBD"
"SWBD-37","A39GADIK8RLMVC","see",2,"modal","EP","yes","SWBD"
"SWBD-37","A1GXFMAC759VRM","see",3,"modal","EP","yes","SWBD"
"SWBD-37","A27SMEOPKV84VI","see",3,"modal","EP","yes","SWBD"
"SWBD-37","A214HWAW1PYWO8","see",2,"modal","EP","yes","SWBD"
"SWBD-37","A2P065E9CYMYJL","see",2,"modal","EP","yes","SWBD"
"SWBD-37","A3S300T3IVQ2GC","see",3,"modal","EP","yes","SWBD"
"SWBD-37","A3R6Y9ECFIJ80U","see",2,"modal","EP","yes","SWBD"
"SWBD-37","A2IKPU88PDQTMF","see",3,"modal","EP","yes","SWBD"
"SWBD-37","A1EQ2HDHF2WWSY","see",2,"modal","EP","yes","SWBD"
"SWBD-37","A1MJVTR0PCKBWW","see",3,"modal","EP","yes","SWBD"
"SWBD-370","A110KENBXU7SUJ","think",-2,"negation","none","no","SWBD"
"SWBD-370","A16SAB417Y96G4","think",-3,"negation","none","no","SWBD"
"SWBD-370","AIXIAGX87039O","think",-3,"negation","none","no","SWBD"
"SWBD-370","A2CJYS92WX7HN6","think",-2,"negation","none","no","SWBD"
"SWBD-370","A3IJTM1XM7FE15","think",-2,"negation","none","no","SWBD"
"SWBD-370","A18LPAFMK1B06K","think",-2,"negation","none","no","SWBD"
"SWBD-370","A1945USNZHTROX","think",-3,"negation","none","no","SWBD"
"SWBD-370","A1GXFMAC759VRM","think",-2,"negation","none","no","SWBD"
"SWBD-370","A38DXFI1TZA295","think",-2,"negation","none","no","SWBD"
"SWBD-371","A110KENBXU7SUJ","think",-2,"negation","none","no","SWBD"
"SWBD-371","A2IKPU88PDQTMF","think",-2,"negation","none","no","SWBD"
"SWBD-371","A3HNEYFOIJWPH1","think",-1,"negation","none","no","SWBD"
"SWBD-371","A36SM7QM8OK3H6","think",-2,"negation","none","no","SWBD"
"SWBD-371","A39GADIK8RLMVC","think",-2,"negation","none","no","SWBD"
"SWBD-371","A27SMEOPKV84VI","think",-3,"negation","none","no","SWBD"
"SWBD-371","A3GLMBZSG3VU4P","think",-3,"negation","none","no","SWBD"
"SWBD-371","A2ZV96GRXVSXK4","think",0,"negation","none","no","SWBD"
"SWBD-372","A36SM7QM8OK3H6","think",-2,"negation","none","no","SWBD"
"SWBD-372","A2AMQX0BQZXG9N","think",-3,"negation","none","no","SWBD"
"SWBD-372","A27SMEOPKV84VI","think",-3,"negation","none","no","SWBD"
"SWBD-372","A1EQ2HDHF2WWSY","think",-2,"negation","none","no","SWBD"
"SWBD-372","A39GADIK8RLMVC","think",-2,"negation","none","no","SWBD"
"SWBD-372","A1GXFMAC759VRM","think",-3,"negation","none","no","SWBD"
"SWBD-372","A3W6T1WDYXMR3","think",2,"negation","none","no","SWBD"
"SWBD-372","A3VRDQJNM1IC0E","think",-3,"negation","none","no","SWBD"
"SWBD-372","A2P065E9CYMYJL","think",-1,"negation","none","no","SWBD"
"SWBD-373","A18LPAFMK1B06K","think",-2,"negation","none","no","SWBD"
"SWBD-373","A1945USNZHTROX","think",-3,"negation","none","no","SWBD"
"SWBD-373","A1QG4N21BF61PC","think",-3,"negation","none","no","SWBD"
"SWBD-373","A5EU1AQJNC7F2","think",-3,"negation","none","no","SWBD"
"SWBD-373","A3GLMBZSG3VU4P","think",0,"negation","none","no","SWBD"
"SWBD-373","A2AMQX0BQZXG9N","think",-2,"negation","none","no","SWBD"
"SWBD-373","A39GADIK8RLMVC","think",-2,"negation","none","no","SWBD"
"SWBD-373","A16SAB417Y96G4","think",-2,"negation","none","no","SWBD"
"SWBD-373","ASI2B6A3Y556Z","think",-2,"negation","none","no","SWBD"
